age,balance,purchases,estimated_salary,country,id
71,0,0,197562.08,France,15720354
31,175443.75,1,113167.17,France,15633352
31,78990.15,0,124777.14,France,15750874
23,0,0,122964.18,France,15576928
40,107648.94,0,134638.97,Germany,15790564
46,131769.04,1,184980.23,Germany,15593736
26,114450.32,0,14081.64,Germany,15782802
40,63609.92,1,74965.61,Spain,15710689
38,0,0,30583.95,France,15565806
31,0,0,3148.2,France,15654519
42,0,0,197602.29,Spain,15814998
35,0,0,125986.18,France,15570360
43,79120.27,1,548.52,Germany,15674678
26,0,0,20510.79,France,15778219
41,0,0,63736.17,France,15735632
47,88011.4,1,90655.94,France,15745605
46,0,1,58667.16,Spain,15606755
43,0,0,35687.43,Spain,15801699
32,105397.8,1,78111.84,Germany,15612092
31,125341.69,0,79547.39,Spain,15610903
57,89079.41,1,53179.21,France,15722965
33,94598.48,1,197519.66,France,15789974
36,188241.05,1,183058.51,Spain,15713370
39,117469.91,0,63705.9,Germany,15641662
43,133379.41,1,177378.66,Germany,15791216
37,168066.87,0,35450.53,Spain,15689031
49,0,0,119087.25,France,15769586
40,122417.17,0,190882.69,France,15761692
42,0,1,91981.85,France,15627840
30,112666.67,1,11710.4,Spain,15806956
30,110148.49,1,5790.9,Germany,15807993
28,70233.74,0,179252.73,Germany,15643679
33,0,1,42171.13,France,15728456
35,83286.56,0,125553.52,Spain,15705001
29,0,1,198376.02,France,15809137
45,57327.04,0,47349,France,15626491
27,0,0,190623.02,France,15812324
63,165350.61,1,140758.07,France,15588944
32,106290.64,0,121982.73,France,15675675
46,106344.95,1,114371.33,Germany,15660505
37,116465.53,0,24435.77,France,15700710
34,0,0,61230.83,France,15614230
18,0,0,86994.54,Spain,15657779
34,0,0,198969.78,France,15787151
41,28082.95,1,69586.27,Spain,15594878
43,0,1,149629.13,France,15569248
35,115651.6,0,104706.29,France,15700383
28,61581.97,0,70179.91,France,15612769
42,0,1,83008.49,Spain,15623712
84,87873.39,1,188484.52,France,15653251
37,105617.73,1,133699.82,Germany,15755077
42,0,1,72172.13,France,15808557
29,174851.9,0,79178.31,France,15748034
43,120847.11,1,7611.61,Germany,15761023
43,0,0,63833.09,France,15646726
49,135133.39,1,179521.24,France,15801218
33,0,0,130726.96,Spain,15642655
35,0,1,2423.9,Spain,15641359
37,141547.26,0,180326.83,Germany,15776827
61,62055.17,1,166305.16,France,15647725
39,0,0,1710.89,France,15730161
40,104784.23,1,135163.76,Spain,15626612
36,156948.41,1,149912.28,France,15629094
60,147751.75,1,88206.04,France,15651823
64,142028.36,1,32275.09,France,15727353
44,0,1,65501.91,France,15733777
34,117160.32,1,116069.24,Germany,15723263
51,97565.74,1,144184.06,France,15803121
20,0,0,150465.93,Spain,15672970
50,0,1,126381.6,France,15761670
46,174701.05,1,90189.72,France,15706005
31,108805.42,0,123825.83,Germany,15754267
28,0,0,91055.27,France,15635285
39,124640.51,1,116511.12,Germany,15711618
41,98635.77,0,199970.74,Germany,15634359
43,79757.21,1,135650.72,Spain,15773221
28,53053.76,0,24577.34,Germany,15664227
40,221532.8,0,171867.08,Spain,15571958
56,123959.97,1,60590.72,Spain,15628886
36,148159.71,0,55835.66,France,15707199
57,0,1,194421.12,France,15573599
50,0,1,93568.77,France,15747208
47,121376.15,1,54473.6,France,15772528
33,111582.11,0,113943.17,France,15755798
36,0,0,47318.75,France,15601873
56,131368.3,1,106918.67,France,15711716
37,0,0,91086.73,Spain,15792151
46,134950.19,1,178587.36,France,15639357
60,96956.1,1,31907.44,France,15738907
29,107601.79,1,18922.18,Germany,15663446
46,92060.06,1,147222.95,Germany,15750867
41,0,0,24924.92,France,15763806
33,167298.42,0,145381.65,France,15596710
37,110689.07,1,71121.04,Germany,15634968
35,178317.6,0,197428.64,Germany,15573319
26,116576.45,0,157567.37,Spain,15684696
31,103430.11,0,36479.27,Spain,15730469
52,0,1,31726.76,Spain,15809320
48,115115.38,1,139558.6,Germany,15793049
39,122501.28,0,95007.8,Germany,15603665
32,0,0,151978.36,France,15626233
55,0,1,13288.46,France,15607263
70,110738.89,1,22666.77,France,15610900
47,105792.49,1,67830.2,France,15691703
34,101116.06,0,196395.05,France,15654341
37,0,1,117948,France,15759284
43,80764.03,1,199378.58,France,15661903
42,144801.97,1,12483.39,France,15664668
27,0,0,22404.64,Spain,15736431
31,0,1,134889.95,France,15602731
37,151218.98,0,109309.29,Germany,15794137
44,122314.5,1,68574.88,Germany,15586133
43,113882.31,0,74564.41,France,15706904
31,0,0,145411.39,France,15796480
22,0,0,144385.54,Spain,15604576
40,147803.48,1,95181.06,France,15666270
52,170228.59,1,148477.57,France,15727197
35,133111.73,0,79957.95,France,15714006
35,110245.13,0,178291.09,Germany,15662578
35,123557.65,0,170903.4,Spain,15715394
,0,1,13161.66,France,15722246
33,0,1,79304.38,France,15609704
39,120962.13,0,23305.01,France,15633586
22,118064.93,0,195424.01,France,15747345
40,149131.03,1,60036.99,Germany,15768451
34,0,0,193021.49,France,15753213
34,0,0,74593.84,France,15679983
49,0,1,82967.97,France,15812616
34,98592.88,1,191790.29,Germany,15729489
39,141789.15,0,92455.96,Spain,15613216
46,89087.89,1,87941.85,Germany,15640409
27,147435.96,0,187508.06,Germany,15699492
62,124678.35,1,70916,France,15577999
40,152576.25,0,73073.68,Germany,15788775
51,143930.92,1,46675.51,Germany,15703541
29,137059.05,1,102975.72,Germany,15608344
27,186558.55,1,175071.29,France,15768367
66,115654.47,0,131970.86,Spain,15806210
51,105701.91,1,179797.79,Germany,15568573
46,0,1,93917.68,France,15689598
37,108432.88,0,14865.05,Germany,15607748
45,0,0,75204.21,France,15777855
29,139106.19,1,141872.05,Germany,15635396
32,130935.56,1,9241.83,Germany,15678944
37,116509.99,1,149517.71,Germany,15718507
35,111578.18,1,166165.93,Germany,15804709
39,86546.29,0,131768.98,France,15738166
36,164557.95,0,82336.73,Spain,15810385
31,0,0,194660.78,France,15783541
38,112230.38,1,16717.11,France,15582910
38,86824.09,0,175905.97,Spain,15734970
37,125734.2,1,134625.09,Germany,15773868
49,103302.37,0,50974.57,France,15615820
34,101506.66,0,198030.24,Spain,15685920
34,132944.53,0,31802.92,Spain,15699486
61,0,1,53067.83,France,15691785
33,152302.72,0,71333.44,France,15652218
46,142360.62,1,48421.4,Germany,15685290
44,138843.7,1,37688.31,Germany,15680449
26,109958.15,1,136592.24,Spain,15599860
31,138857.59,0,48640.77,France,15723169
41,149155.53,1,42131.26,Germany,15728224
27,135096.05,1,186523.72,Germany,15644174
28,170890.05,0,41758.9,Germany,15707110
54,78126.28,1,153482.91,Spain,15756751
36,0,0,138743.86,France,15632859
58,106913.43,1,25881,Germany,15584037
26,106397.75,0,103563.23,France,15578096
51,0,1,69101.23,France,15669887
28,0,0,38773.74,France,15685314
51,124425.99,1,118545.49,Germany,15651264
40,0,0,123207.17,France,15760825
41,150844.94,0,127623.36,Germany,15698117
40,141267.67,0,177397.49,France,15790267
31,114519.57,0,79222.02,France,15602554
29,101012.77,1,32589.89,Germany,15724251
46,82291.1,1,112549.99,Germany,15718289
39,84719.98,0,191063.36,France,15763148
44,122806.95,0,15120.86,France,15728167
57,117056.46,1,93336.93,Germany,15654733
55,131778.66,0,9972.64,Germany,15809777
35,0,0,101667,Spain,15653315
49,110132.55,1,187689.91,Spain,15602797
50,122227.71,1,14217.77,Germany,15778154
40,121647.54,1,64849.74,Germany,15806230
58,110597.76,1,160122.66,Germany,15662884
60,120731.39,1,138160.11,France,15750778
38,0,1,80178.54,Spain,15677804
38,153722.47,0,101319.76,France,15568915
41,152532.3,0,10779.69,Germany,15577831
36,127157.04,0,155700.15,France,15639669
32,88335.05,0,159584.81,Germany,15653306
34,110717.38,0,9398.45,France,15605666
37,0,1,182156.81,France,15615126
40,108197.11,0,49722.34,Germany,15808960
34,0,0,65166.6,France,15585490
39,111169.91,0,9641.4,France,15620123
31,89558.39,0,4441.54,Germany,15805151
45,0,1,174916.85,Spain,15753847
33,151772.63,1,180249.94,France,15757541
72,0,0,153604.44,France,15726945
,0,0,71009.84,France,15735788
56,103244.86,1,143049.72,Germany,15618255
71,0,0,29837.65,France,15576094
45,124240.93,0,146372.51,Germany,15612455
21,0,0,139259.54,France,15767894
59,104568.41,1,8059.44,Germany,15750156
36,68881.59,0,109135.11,France,15575748
40,86376.29,1,136767.16,Spain,15720305
55,155059.1,0,144584.29,Germany,15566633
37,0,0,106040.97,Spain,15599004
70,87926.24,1,33350.26,France,15698716
46,79385.21,0,188492.82,Spain,15655590
53,127997.83,1,165378.66,Germany,15732266
36,0,0,118959.64,Spain,15620276
50,94238.75,1,50664.07,France,15640258
43,212696.32,0,115268.86,Germany,15620268
59,0,1,25843.7,France,15743871
40,0,0,35795.85,France,15732334
29,83442.98,0,177017.39,France,15609545
52,111973.97,1,162756.29,Germany,15626008
23,140007.19,0,31714.08,France,15763798
45,108924.33,1,84300.4,Germany,15648362
32,132835.56,0,136877.24,Spain,15761102
41,118334.44,1,163147.99,Germany,15723717
66,121411.9,1,10070.4,Germany,15659736
32,121455.65,1,190068.53,France,15603170
31,117989.76,0,54129.86,France,15794792
58,122330.7,0,124429.19,Spain,15743818
47,167664.83,1,125440.11,France,15619972
34,141525.55,0,9443.15,France,15796114
60,78539.84,0,48502.88,Germany,15754342
38,123770.46,1,47019.66,Germany,15756610
49,116150.65,1,84358.71,Germany,15663164
47,160729.1,0,145986.35,France,15616811
37,0,1,55775.84,France,15714981
40,95001.33,0,123202.99,Germany,15595657
27,113873.22,1,85129.77,Spain,15743673
22,89492.62,0,42934.43,France,15668695
49,0,1,61820.41,France,15720071
22,144954.75,0,102246,Germany,15792180
40,0,1,72852.74,France,15783030
65,0,0,85733.33,France,15695792
46,0,1,74379.57,France,15627665
44,0,1,173117.22,France,15814092
38,0,0,66485.26,Spain,15695225
32,141528.88,1,167087.34,Germany,15650442
59,91680.1,1,163141.18,Germany,15601659
38,38848.19,0,94003.11,Germany,15602811
30,0,0,75786.55,France,15718789
60,162039.78,1,84361.72,France,15737071
38,0,0,163185.76,France,15600692
53,114421.55,1,180598.28,Germany,15792064
41,0,0,147606.71,Spain,15738546
59,0,1,126160.24,France,15677052
45,100212.13,0,152577.62,Spain,15612505
46,0,0,57320.92,Spain,15726814
57,162082.31,1,27145.73,Germany,15653776
51,117306.69,1,26912.72,Germany,15597914
40,148790.61,0,79329.7,France,15789753
,180226.24,1,13464.64,France,15678034
42,102936.72,0,1187.88,France,15647453
48,108736.52,1,184564.67,Germany,15697100
20,134397.61,0,28029.54,France,15758073
56,100260.88,1,77142.42,Germany,15606641
41,123151.51,0,70127.93,Germany,15764335
38,0,0,12050.77,France,15593555
48,126066.26,1,64345.61,Germany,15569079
42,139561.46,1,43435.43,France,15640034
52,0,1,183239.71,France,15807563
31,0,1,146213.75,Spain,15684461
37,107798.85,0,16966.73,France,15679075
32,0,0,80410.68,France,15607142
63,0,0,56323.21,France,15653715
41,113220.2,0,114072.91,Germany,15618401
56,115895.22,1,4176.17,France,15734762
28,113811.85,0,76844.23,Spain,15797204
29,0,0,44904.26,France,15593250
45,24043.45,1,169781.45,France,15800083
39,132287.92,1,51467.92,Germany,15689886
23,0,0,13813.24,Spain,15704910
38,153166.17,0,93261.69,France,15741865
50,0,1,12106.82,France,15676404
37,100431.84,1,35140.49,Germany,15812262
29,150358.97,1,62454.01,Germany,15669301
39,0,0,142331.39,France,15750458
40,137430.82,0,176768.59,Germany,15788536
40,0,0,114093.73,Spain,15780779
48,75990.97,1,158323.81,Spain,15798470
34,97208.46,0,59553.34,Spain,15758775
37,146748.07,0,11407.58,Germany,15693322
55,0,1,944.41,France,15676571
40,92055.36,1,164652.02,France,15643865
39,124723.92,0,73641.86,Germany,15769389
30,0,0,174971.64,France,15763107
54,116726.22,1,110498.1,Germany,15647008
31,0,0,194667.92,Spain,15748068
21,121827.43,0,99818.31,Germany,15610105
26,111128.04,1,60941.27,France,15608406
52,0,1,117977.45,Spain,15625545
37,151242.48,0,49637.65,Germany,15772148
48,0,1,13921.82,France,15810829
28,84121.04,0,80698.54,Spain,15737571
44,0,1,102530.35,France,15757952
33,154969.79,0,99505.75,Germany,15762048
63,0,1,28092.77,France,15609623
44,87471.63,0,188593.98,France,15779809
32,0,0,137898.57,France,15758306
44,153548.12,1,35300.08,France,15569098
31,149085.9,0,197077.36,Germany,15662532
53,95231.91,1,70140.8,Germany,15664001
43,125338.8,0,23970.13,Germany,15599452
37,147361.57,0,133031.96,Germany,15722350
34,84055.43,0,37490.84,France,15706170
45,174088.3,1,5669.31,Spain,15654562
37,0,0,101834.58,France,15690796
35,0,0,23129.46,France,15757777
43,0,1,2920.63,Spain,15693376
39,129401.87,0,87684.93,Germany,15579808
36,106702.94,0,198313.69,Germany,15569438
52,121016.23,1,41730.37,Germany,15577587
59,118210.42,1,60192.14,Germany,15635141
47,137774.11,0,151902.78,Germany,15786153
60,0,0,2085.32,France,15610147
47,103108.8,1,166475.44,Germany,15747168
57,0,1,84106.17,Spain,15796910
58,131852.81,1,81436.68,France,15707674
35,0,1,83256.26,Spain,15565706
43,0,0,79476.63,Spain,15751943
27,128243.03,0,11631.34,France,15567557
47,62094.71,1,9308.1,France,15720929
44,89188.83,0,75408.24,France,15628558
55,0,1,153356.8,France,15729201
47,0,1,5557.88,Spain,15615207
25,0,0,194313.93,Spain,15773512
53,158271.74,1,5036.39,France,15574213
56,96951.21,0,71776.76,France,15718852
35,121863.61,1,23481.69,Germany,15583840
19,83495.11,1,143022.31,Germany,15782418
45,0,1,125939.22,Spain,15711314
40,0,1,136985.08,France,15627847
51,107494.86,1,140937.91,Germany,15588090
47,0,1,48161.18,Spain,15735270
37,0,0,73225.31,France,15691061
47,0,0,145789.71,France,15632977
35,141359.37,0,39519.53,France,15669945
45,0,0,143458.31,France,15736730
50,124233.24,1,159456.87,Germany,15746553
26,51116.26,1,70454.79,France,15622518
64,91869.69,0,95421,Germany,15684908
26,86270.93,0,90177.3,France,15703292
33,153663.27,0,111868.23,Germany,15787830
76,134208.25,0,13455.43,Spain,15578462
40,0,1,106174.7,France,15664555
56,137464.04,1,130846.79,Germany,15761294
35,0,1,171840.24,France,15673984
46,0,1,90747.94,France,15709941
34,77826.8,0,168544.85,Spain,15600708
42,132002.7,1,28204.98,Germany,15690021
32,102954.68,0,134942.45,Germany,15623478
62,142724.48,1,5893.23,Germany,15740527
42,118889.66,0,87422.15,Germany,15740175
53,99141.86,1,72496.05,Germany,15657529
31,61211.18,0,145250.43,Germany,15762882
46,127660.46,1,150156.82,Spain,15800287
34,111905.43,1,197221.81,Germany,15616454
40,126212.64,0,70196.57,France,15702788
68,0,1,110440.5,Spain,15778149
28,99705.69,0,146723.72,Germany,15633834
44,108895.93,1,69228.2,Germany,15791867
56,154669.77,1,115462.27,Spain,15675380
50,128061,0,62375.1,Spain,15770576
31,0,1,91829.17,France,15775294
40,0,0,126996.67,France,15611699
35,0,1,133991.11,France,15654000
52,154733.97,1,80259.67,Spain,15719991
41,112609.91,1,191035.18,France,15720687
44,89118.26,1,104240.77,Spain,15720774
36,95448.32,0,189085.07,Germany,15611544
43,120867.18,1,18761.92,Spain,15579566
34,0,0,43540.59,France,15577970
55,0,0,22442.13,France,15622527
31,134237.07,1,166423.66,Germany,15771543
64,0,1,112520.07,Spain,15810460
38,115442.19,1,128481.5,Germany,15771742
44,115557,0,127506.76,Spain,15692631
30,135370.12,1,179689.05,Spain,15772412
54,92877.33,1,2619.64,Germany,15654577
26,102073.67,0,166799.93,France,15585427
46,97042.6,1,133516.51,Germany,15584536
41,0,1,163736.09,Spain,15585853
24,108528.07,1,179488.41,Germany,15645271
44,79064.85,0,113291.75,Germany,15579387
45,74274.87,1,64907.48,Spain,15623107
26,84006.88,0,183490.99,France,15765192
42,125437.14,0,164128.58,France,15693326
66,0,0,47117.03,France,15801934
48,82794.18,1,124720.68,Germany,15592000
27,61688.61,0,147059.16,Germany,15727408
50,159304.07,1,155915.24,Spain,15675854
33,138664.24,0,29076.27,Germany,15621116
35,183572.84,1,66006.75,France,15714391
31,88421.81,0,72350.47,France,15730137
45,0,1,197789.83,Spain,15596455
34,0,0,185561.89,France,15659820
37,101455.7,1,25803.59,France,15696301
59,127197.14,1,51565.98,Germany,15812241
37,0,0,72203.8,France,15715796
39,142876.98,0,44363.42,Spain,15801152
40,47364.45,1,148579.43,France,15674328
51,58137.08,0,142538.31,France,15757140
68,136525.99,0,175399.14,Germany,15691119
45,104930.38,1,155921.81,France,15572547
34,106434.94,1,137995.66,Germany,15567063
46,120530.34,1,166586.99,Germany,15720637
43,113641.49,1,115116.35,Germany,15616859
43,145081.72,0,23881.62,Spain,15766166
34,129895.19,0,28698.17,France,15795963
41,149049.92,1,50422.36,Germany,15781598
42,41473.33,1,112979.6,Spain,15740345
40,0,0,36371.27,France,15662626
42,164951.56,0,190531.77,France,15743893
35,126077.43,0,53954.24,Germany,15571261
47,142802.02,0,57553.02,Germany,15774630
35,0,0,31050.02,France,15742028
38,141074.59,1,52795.56,France,15686463
33,0,0,40299.23,Spain,15751193
64,169362.43,1,84760.32,Germany,15648967
26,205962,0,156424.4,France,15664498
24,0,1,109355.73,France,15779522
32,100606.02,0,165693.06,France,15760121
31,139395.08,0,6120.84,France,15639049
50,109062.28,1,140136.1,Germany,15716381
40,89994.71,0,121084.27,Germany,15708162
49,66079.45,1,91556.57,Spain,15704788
36,0,1,27011.8,France,15641312
40,0,0,61581.2,France,15724428
35,0,0,155394.52,France,15637678
32,0,1,19367.98,Spain,15676937
70,96947.58,1,62282.99,Germany,15778975
41,0,0,65396.79,France,15710375
39,102721.49,0,22191.82,France,15630363
33,69478.57,1,8973.67,Spain,15692443
53,156674.2,1,118502.34,Germany,15593795
56,174506.1,1,161802.82,Spain,15642824
23,166070.48,0,90494.72,Germany,15683524
33,0,0,85439.73,France,15723028
45,0,0,166830.71,France,15648479
38,105435.74,1,80575.44,Germany,15774192
37,0,0,68987.55,France,15595136
44,155114.9,0,133871.83,France,15776128
32,127763.24,0,100717.54,France,15773260
42,86167.82,0,153342.38,France,15626948
47,0,1,107825.08,Spain,15758901
32,77487.2,0,33143.04,Germany,15697318
45,164450.94,1,141970.02,Spain,15632118
37,132730.17,0,199293.01,Spain,15788930
41,0,0,96069.82,France,15627630
45,0,1,101039.53,France,15568006
51,148222.65,1,156953.54,France,15751748
32,111537.23,1,9497.99,Germany,15812210
46,121063.8,1,151481.86,Germany,15605826
38,0,0,133692.88,France,15658852
31,152926.6,0,50899.91,Spain,15624995
44,142989.69,1,115452.51,France,15570087
38,178056.54,0,38434.73,Spain,15739194
39,206014.94,1,42774.84,Spain,15607275
37,101191.83,1,34551.35,Germany,15635034
55,0,0,101515.76,France,15756333
32,149814.54,0,31830.06,Germany,15613017
42,113657.41,1,139946.68,Germany,15692929
39,138160,0,110468.51,Spain,15758081
37,122506.38,1,199693.84,Germany,15672152
58,0,1,58907.08,France,15673372
59,0,1,103799.77,France,15587611
46,89743.05,1,156425.57,Spain,15715673
25,0,0,123723.83,France,15655648
35,0,1,25488.43,Spain,15733261
18,98894.39,0,9596.4,France,15796231
62,133201.17,1,168507.68,Germany,15668248
36,0,0,111605.9,Spain,15694518
64,153469.26,1,146573.66,Germany,15694376
23,93911.3,0,69055.45,Germany,15669204
32,40172.91,0,137439.34,Germany,15672875
30,139872.81,0,188795.85,Germany,15799964
40,130334.35,0,116951.1,Spain,15770984
52,0,1,104035.41,France,15711028
32,71187.24,0,110593.62,France,15791842
39,136422.41,0,151757.81,France,15589666
41,153238.88,0,11663.09,France,15761720
36,142882.49,1,89983.02,France,15658475
65,131935.51,1,96399.67,Germany,15782360
38,127678.8,0,45422.89,France,15767908
46,105214.58,1,108699.59,Germany,15677105
34,112324.45,0,17993.43,France,15577985
25,0,0,90860.97,France,15731760
55,0,1,49418.87,France,15784958
51,0,1,170426.65,France,15734524
42,119839.69,1,51016.02,Germany,15614103
49,29602.08,1,163550.58,France,15649292
37,141803.77,0,179421.84,France,15758136
47,126589.12,1,132730.07,France,15622532
33,108393.35,0,39057.67,France,15798960
46,130666.2,1,161125.67,France,15710543
32,132187.73,0,178331.36,Spain,15788151
49,98649.55,1,119174.88,Germany,15687153
43,0,0,109881.71,France,15740557
45,0,1,38276.84,Spain,15583353
31,56116.3,0,2181.94,Germany,15630709
44,0,1,103042.2,France,15696373
60,131778.08,1,10703.53,France,15672594
74,0,0,151425.82,Spain,15714240
57,0,1,136649.8,Spain,15751392
39,92636.96,0,125671.29,Spain,15675252
51,0,1,174098.28,France,15579617
31,102088.68,1,187866.21,Germany,15593976
38,134887.53,0,10804.04,France,15654489
41,0,0,175262.49,France,15724632
23,0,0,79734.23,France,15580719
54,144768.94,1,93336.3,Germany,15596870
31,145056.59,0,175893.53,France,15780770
50,117206.3,1,42840.18,Germany,15751491
45,128352.59,1,144000.59,Germany,15808674
23,112568.31,0,113408.11,France,15641411
42,103210.27,0,31002.03,Spain,15610271
48,104478.12,1,158248.71,Germany,15791780
48,80697.44,0,101397.86,Germany,15729582
43,0,0,146379.3,France,15736963
53,143923.96,1,2019.78,Spain,15607314
33,0,0,138017.68,France,15669606
45,139825.56,1,170984.97,Spain,15737832
30,113672.18,0,102135.92,Spain,15787848
41,0,0,87959.83,Spain,15699467
48,131834.8,1,166476.95,Germany,15680706
56,99529.7,1,157230.06,Spain,15748597
35,0,0,197305.91,Spain,15773709
35,0,0,155485.24,France,15754113
44,0,0,55893.37,Spain,15811985
54,0,1,108409.17,France,15618774
18,0,0,52795.15,France,15805764
35,123042,1,66245.44,Germany,15583580
33,100488.92,0,36446.74,Germany,15780654
49,59532.18,0,104253.56,Germany,15578648
40,114655.58,0,126535.92,Germany,15765650
42,148283.94,1,44692.63,France,15788556
38,0,1,112442.63,Spain,15576550
53,123916.67,1,16657.68,Germany,15653937
54,0,1,93820.49,France,15591740
32,0,0,160129.99,France,15718773
40,103549.24,1,9712.52,France,15644361
30,103804.97,0,125710.53,France,15618661
45,165901.59,1,23054.51,France,15605020
51,0,1,22835.13,France,15582849
49,133384.66,1,102397.22,Germany,15655410
37,158411.95,1,117690.58,Germany,15759067
64,128751.65,1,189398.18,Germany,15763256
54,133436.52,0,56787.8,France,15620111
59,0,1,179673.11,France,15595592
39,130147.98,1,163798.41,France,15778005
40,76914.21,0,174183.44,France,15713949
36,0,0,65039.9,Spain,15657637
31,0,1,130086.47,Spain,15698528
44,61691.45,0,53087.98,Spain,15788367
37,0,0,24734.25,Spain,15677123
40,147856.82,1,107961.11,Germany,15711843
36,0,0,55207.41,Spain,15680046
53,65407.16,1,182633.63,Spain,15804131
53,187602.18,1,186392.99,Spain,15811588
44,0,0,177528.92,Spain,15674932
41,0,1,56850.92,France,15743828
19,130274.22,0,133535.29,Spain,15809991
35,100829.94,0,165008.97,Spain,15765457
52,0,1,63584.55,France,15656683
39,0,0,160532.88,France,15679810
34,0,0,175480.93,Spain,15567802
33,137811.75,0,184856.89,France,15610755
31,91125.75,0,177295.92,France,15601172
29,0,0,34747.43,France,15582841
32,0,0,139390.99,France,15694209
32,0,1,179705.13,France,15805704
35,136364.46,0,142754.71,France,15799357
52,111284.53,1,32936.44,Spain,15665053
42,121056.63,0,39122.58,Spain,15592379
79,0,0,160589.18,France,15808389
35,0,1,44335.54,Spain,15702912
26,126392.18,0,43651.49,France,15728078
53,127642.44,1,141501.45,France,15649150
35,0,0,93825.78,France,15691647
44,125584.17,1,41852.24,Germany,15668270
56,50911.21,1,97629.31,Spain,15624820
36,84266.44,0,38614.69,Germany,15720814
42,146766.72,0,164357.1,France,15807167
27,0,1,142680.64,France,15593094
35,0,0,176450.19,Spain,15574137
44,165326.2,0,57205.55,France,15721921
36,141573.55,0,82158.14,Spain,15759991
22,0,1,29135.89,Spain,15790204
54,0,1,83470.4,France,15783225
37,0,0,116141.72,France,15661330
50,149713.61,1,124872.42,France,15781272
43,107963.38,1,186438.86,Germany,15573888
32,0,0,91044.47,Spain,15645937
27,0,0,6468.24,Spain,15585133
44,81811.71,1,164213.53,Spain,15777045
33,79281.61,0,117547.76,Spain,15611580
49,116933.11,1,195053.58,Germany,15569274
49,111634.29,0,166440.32,France,15589869
41,109153.96,1,148848.76,Germany,15693205
51,98438.23,1,70778.63,Germany,15739592
41,91612.91,0,28427.84,France,15640464
32,192122.84,1,54277.45,France,15696852
41,179904,0,137180.95,France,15634936
59,178058.06,1,21063.71,France,15575935
44,0,0,190534.76,France,15678720
48,109349.29,1,88703.04,France,15806256
37,0,1,49161.12,Spain,15691004
60,152335.7,1,126743.33,France,15792228
51,124662.54,1,65390.46,France,15733447
39,62052.28,0,59755.14,Spain,15613816
36,99472.76,1,94274.72,France,15796074
33,0,0,136028.97,France,15615016
33,114634.63,1,110114.38,Spain,15748414
26,56738.47,1,100442.22,France,15751203
36,115725.24,0,1871.25,Germany,15574868
40,0,1,151648.66,France,15803456
39,89039.9,0,146738.83,Spain,15771857
29,157829.12,0,129891.66,France,15661548
24,133811.78,1,17185.95,Germany,15792986
37,144235.73,1,154957.66,France,15606273
38,152582.2,0,31892.82,France,15799652
43,172478.15,1,191084.4,Spain,15715047
53,138053.67,0,114110.97,France,15722072
47,0,1,66408.01,France,15644692
39,122486.11,0,140709.25,Spain,15716357
58,109327.65,0,3829.13,Spain,15731543
33,80462.24,0,150422.35,Spain,15628420
42,0,0,3797.79,France,15767626
41,33563.95,1,178994.13,France,15574761
40,174126.75,1,172490.78,Germany,15743817
41,0,0,11819.84,Spain,15572158
41,127841.52,0,172363.41,Germany,15612524
55,155828.22,1,108987.25,Spain,15744942
25,144351.86,0,116613.26,Germany,15717056
38,113525.84,1,46044.48,Germany,15740406
23,136100.69,1,169669.33,Spain,15768137
31,0,0,89087.4,France,15777122
47,93578.68,1,137720.56,France,15775067
62,123681.32,1,173586.63,France,15783019
52,167194.36,1,62808.93,Germany,15585580
44,160838.13,0,196261.64,Germany,15620341
43,0,1,44560.17,Spain,15613886
68,130169.27,0,93112.2,Germany,15598695
43,81076.8,1,182627.25,France,15737556
57,101465.31,1,43568.31,Germany,15625092
46,87603.35,1,96929.24,Spain,15784761
36,120037.96,0,36275.94,France,15768359
49,121205.15,1,168080.53,Germany,15719508
47,75408.33,1,25887.89,Spain,15609011
40,0,0,122488.59,France,15703106
40,0,1,113171.61,France,15626795
29,0,0,112664.24,France,15687903
51,61354.14,1,198810.65,France,15754577
53,124954.94,1,131259.6,Germany,15584113
68,95039.12,1,116471.14,Germany,15669589
44,119638.21,1,34265.08,Germany,15720583
37,122689.51,1,106977.53,France,15780432
38,171913.87,1,51820.87,France,15761168
34,137239.17,1,71379.92,Germany,15680517
46,102955.14,0,154137.33,Germany,15750569
61,65190.29,1,64308.49,France,15690743
59,106819.65,0,163570.25,Germany,15805429
50,0,0,178458.86,Spain,15749727
30,111099.79,0,140650.19,France,15789498
42,16893.59,0,77502.56,France,15741416
38,105271.56,0,179833.45,France,15706729
23,139542.82,0,28038.28,Germany,15690958
46,111512.75,1,159576.75,Germany,15606386
35,108155.49,0,105407.79,France,15681928
47,0,0,103787.28,France,15671243
45,134980.74,1,123309.57,Germany,15602282
79,108078.56,0,174118.93,Spain,15717879
29,102490.27,0,181224.56,France,15572657
37,0,0,17040.82,France,15720676
29,0,0,162452.65,France,15764405
41,142880.28,1,185541.2,Spain,15793307
49,142767.39,0,8214.41,France,15666856
49,121537.71,1,46521.45,Germany,15687372
43,0,1,199290.68,Spain,15624641
42,89838.71,1,85983.54,France,15734610
39,0,1,53222.15,France,15596303
55,140891.46,1,179834.45,Germany,15787255
29,146011.4,0,50249.16,France,15758692
45,106000.12,1,191448.96,Germany,15731555
26,0,0,119381.41,Spain,15582404
58,127539.3,1,96590.39,Germany,15808526
44,0,0,6923.11,Spain,15694349
